store_number,store_name,address,city,state,zip_code,phone_number,website_address,lat,lon
R00000250962,Verizon Wireless At Rochester,3159 S Rochester Rd,Rochester Hills,MI,48307,(248) 853-0550,https://www.verizon.com/stores/stores/michigan/rochester-hills/rochester-1086006/,42.6340268,-83.13089473
R00000260502,Verizon Wireless At Lakeside Circle,14479 Lakeside Cir,Sterling Heights,MI,48313,(586) 228-4977,https://www.verizon.com/stores/stores/michigan/sterling-heights/lakeside-circle-1020255/,42.6263432,-82.9833984
R00000002264,Verizon Wireless At Utica,45111 Park Ave.,Utica,MI,48315,(586) 997-6500,https://www.verizon.com/stores/stores/michigan/utica/utica-202396/,42.62715667,-83.00943786
R00000248852,Verizon Wireless At Auburn Hills,3920 Baldwin Rd,Auburn Hills,MI,48326,(248) 253-1799,https://www.verizon.com/stores/stores/michigan/auburn-hills/auburn-hills-1033622/,42.69932343,-83.30608985
R00000246758,Verizon Wireless At Novi,26401 Novi Rd,Novi,MI,48375,(248) 305-6600,https://www.verizon.com/stores/stores/michigan/novi/novi-1025034/,42.4840622,-83.47617818
R00000257706,Verizon Wireless At Fenton,3401 Owen Rd,Fenton,MI,48430,(810) 629-2733,https://www.verizon.com/stores/stores/michigan/fenton/fenton-1328122/,42.789164,-83.741359
R00000002215,Verizon Wireless At Flint,4375 Miller Rd,Flint,MI,48507,(810) 230-0222,https://www.verizon.com/stores/stores/michigan/flint/flint-202520/,42.97829725,-83.7645746
R00000200164,Verizon Wireless At Saginaw Mi State St,5775 State St,Saginaw,MI,48603,(989) 799-2253,https://www.verizon.com/stores/stores/michigan/saginaw/saginaw-mi-state-st-337007/,43.43624923,-84.03028032
R00000002433,Verizon Wireless At Saginaw,5054 Bay Rd,Saginaw,MI,48604,(989) 790-2155,https://www.verizon.com/stores/stores/michigan/saginaw/saginaw-202524/,43.48074137,-83.97451015
R00000238264,Verizon Wireless At Midland,1504 Joe Mann Blvd,Midland,MI,48642,(989) 633-8607,https://www.verizon.com/stores/stores/michigan/midland/midland-344561/,43.66264573,-84.24543036
R00000167741,Verizon Wireless At Bay City Retail Store,3505 Wilder Rd,Bay City,MI,48706,(989) 671-9622,https://www.verizon.com/stores/stores/michigan/bay-city/bay-city-retail-store-329217/,43.62428121,-83.91361438
R00000178471,Verizon Wireless At Mt Pleasant,2212 S Mission,Mt. Pleasant,MI,48858,(989) 773-1230,https://www.verizon.com/stores/stores/michigan/mt-pleasant/mt-pleasant-342973/,43.58011914,-84.76829892
R00000327555,Verizon Wireless At Okemos,2085 W Grand River Ave,Okemos,MI,48864,(517) 347-9700,https://www.verizon.com/stores/stores/michigan/okemos/okemos-r00000327555/,42.7213717,-84.4268677
R00000243679,Verizon Wireless At Lansing - Eastwood,2713 Preyde Blvd,Lansing,MI,48912,(517) 367-0593,https://www.verizon.com/stores/stores/michigan/lansing/lansing-eastwood-350407/,42.76198613,-84.51408159
R00000002476,Verizon Wireless At Lansing,5202 W Saginaw Hwy,Lansing,MI,48917,(517) 327-0440,https://www.verizon.com/stores/stores/michigan/lansing/lansing-202706/,42.74158546,-84.62355225
R00000153612,Verizon Wireless At Portage,6301 S Westnedge Ave,Portage,MI,49002,(269) 327-0402,https://www.verizon.com/stores/stores/michigan/portage/portage-325257/,42.22564862,-85.5888818
R00000251030,Verizon Wireless At Kalamazoo - West Main,5063 W Main St,Kalamazoo,MI,49009,(269) 345-3926,https://www.verizon.com/stores/stores/michigan/kalamazoo/kalamazoo-west-main-1062438/,42.29573727,-85.6495858
R00000232092,Verizon Wireless At Battle Creek Mi Beckley,6233 B Dr N,Battle Creek,MI,49014,(269) 979-7000,https://www.verizon.com/stores/stores/michigan/battle-creek/battle-creek-mi-beckley-340890/,42.2617783,-85.17499985
R00000238183,Verizon Wireless At Jackson Store,1137 Boardman Rd,Jackson,MI,49202,(517) 768-1825,https://www.verizon.com/stores/stores/michigan/jackson/jackson-store-344388/,42.27002539,-84.42786383
R00000184440,Verizon Wireless At Big Rapids,840 S State St,Big Rapids,MI,49307,(231) 796-2947,https://www.verizon.com/stores/stores/michigan/big-rapids/big-rapids-342976/,43.68860692,-85.48467397
R00000248850,Verizon Wireless At Grand Rapids North,3850 Alpine Ave Nw,Comstock Park,MI,49321,(616) 785-3966,https://www.verizon.com/stores/stores/michigan/comstock-park/grand-rapids-north-1054058/,43.03383081,-85.68854059
R00000198194,Verizon Wireless At Grandville,4747 Wilson Ave Sw,Grandville,MI,49418,(616) 257-8819,https://www.verizon.com/stores/stores/michigan/grandville/grandville-338512/,42.8786712,-85.76331453
R00000164597,Verizon Wireless At Holland,3351 W Shore Dr,Holland,MI,49424,(616) 786-0533,https://www.verizon.com/stores/stores/michigan/holland/holland-328719/,42.82926008,-86.09390934
R00000195193,Verizon Wireless At Ludington,5495 W Us Highway 10,Ludington,MI,49431,(231) 843-6852,https://www.verizon.com/stores/stores/michigan/ludington/ludington-342974/,43.95554407,-86.41662845
R00000234003,Verizon Wireless At Muskegon Meijer Outlet,5350 Harvey St,Muskegon Heights,MI,49444,(231) 799-9337,https://www.verizon.com/stores/stores/michigan/muskegon-heights/muskegon-meijer-outlet-341454/,43.15467727,-86.20505097
R00000160715,Verizon Wireless At Grand Rapids M6,6101 Kalamazoo Ave Se,Grand Rapids,MI,49508,(616) 698-7966,https://www.verizon.com/stores/stores/michigan/grand-rapids/grand-rapids-m6-326473/,42.85307493,-85.62548484
R00000244980,Verizon Wireless At Grand Rapids Beltline,1979 E Beltline Avenue Ne,Grand Rapids,MI,49525,(616) 361-3955,https://www.verizon.com/stores/stores/michigan/grand-rapids/grand-rapids-beltline-356608/,42.99484968,-85.59134747
R00000001487,Verizon Wireless At Grand Rapids South,2605 E Beltline Ave Se,Grand Rapids,MI,49546,(616) 285-4540,https://www.verizon.com/stores/stores/michigan/grand-rapids/grand-rapids-south-202686/,42.91581271,-85.5841871
R00000224139,Verizon Wireless At Cadillac,3970 Us Hwy 131 South,Cadillac,MI,49601,(231) 876-9250,https://www.verizon.com/stores/stores/michigan/cadillac/cadillac-342975/,44.28189503,-85.40739915
R00000179943,Verizon Wireless At Traverse City,2021 S Airport Rd W,Traverse City,MI,49684,(231) 929-3800,https://www.verizon.com/stores/stores/michigan/traverse-city/traverse-city-331945/,44.73290553,-85.61562158
R00000186910,Verizon Wireless At Alpena Retail,2389 Us 23 S,Alpena,MI,49707,(989) 354-9954,https://www.verizon.com/stores/stores/michigan/alpena/alpena-retail-334013/,45.04109359,-83.46030202
R00000254753,Verizon Wireless At Gaylord,1355 W Main St,Gaylord,MI,49735,(989) 705-7260,https://www.verizon.com/stores/stores/michigan/gaylord/gaylord-1190838/,45.02692403,-84.69564032
R00000246074,Verizon Wireless At Petoskey,751 Spring St,Petoskey,MI,49770,(231) 487-0179,https://www.verizon.com/stores/stores/michigan/petoskey/petoskey-1025030/,45.36923284,-84.97002024
R00000238124,Verizon Wireless At Ames Ia Retail Store,806 S Duff Ave,Ames,IA,50010,(515) 232-9422,https://www.verizon.com/stores/stores/iowa/ames/ames-ia-retail-store-344651/,42.01472644,-93.60962017
R00000250173,Verizon Wireless At Ankeny Ia,2325 Se Delaware Ave,Ankeny,IA,50021,(515) 635-3188,https://www.verizon.com/stores/stores/iowa/ankeny/ankeny-ia-1057214/,41.70680361,-93.58051826
R00000000095,Verizon Wireless At Jordan Creek Mall,101 Jordan Creek Pkwy,West Des Moines,IA,50266,(515) 267-0404,https://www.verizon.com/stores/stores/iowa/west-des-moines/jordan-creek-mall-245281/,41.570397,-93.803118
R00000153854,Verizon Wireless At Douglas Ave,3714 Merle Hay Rd,Des Moines,IA,50310,(515) 727-6344,https://www.verizon.com/stores/stores/iowa/des-moines/douglas-ave-323345/,41.62895368,-93.69836658
R00000002375,Verizon Wireless At Se Des Moines,4932 Se 14th St,Des Moines,IA,50320,(515) 256-1133,https://www.verizon.com/stores/stores/iowa/des-moines/se-des-moines-319334/,41.53796531,-93.59735096
R00000003343,Verizon Wireless At West Des Moines,9901 University Ave,Clive,IA,50325,(515) 321-0190,https://www.verizon.com/stores/stores/iowa/clive/west-des-moines-309518/,41.60114868,-93.75374012
R00000199368,Verizon Wireless At Mason City,4063 4th St Sw,Mason City,IA,50401,(641) 424-8448,https://www.verizon.com/stores/stores/iowa/mason-city/mason-city-334193/,43.14782422,-93.26221157
R00000238745,Verizon Wireless At Fort Dodge,2957 5th Avenue South,Fort Dodge,IA,50501,(515) 955-4076,https://www.verizon.com/stores/stores/iowa/fort-dodge/fort-dodge-356821/,42.50098812,-94.15537478
R00000160199,Verizon Wireless At Waterloo,2767 Crossroads Blvd,Waterloo,IA,50702,(319) 236-0400,https://www.verizon.com/stores/stores/iowa/waterloo/waterloo-322435/,42.46339103,-92.32570387
R00000252511,Verizon Wireless At Sioux City,5735 Sunnybrook Dr,Sioux City,IA,51106,(712) 274-0959,https://www.verizon.com/stores/stores/iowa/sioux-city/sioux-city-1123202/,42.45175959,-96.33324651
R00000251463,Verizon Wireless At Council Bluffs Metro Crossing,3627 Denmark Dr,Council Bluffs,IA,51501,(712) 366-7079,https://www.verizon.com/stores/stores/iowa/council-bluffs/council-bluffs-metro-crossing-1113630/,41.22308134,-95.83667055
R00000081215,Verizon Wireless At Dubuque Store,3432 Dodge St,Dubuque,IA,52003,(563) 588-0800,https://www.verizon.com/stores/stores/iowa/dubuque/dubuque-store-326207/,42.49139974,-90.71908029
R00000253070,Verizon Wireless At Coralville,2425 2nd St,Coralville,IA,52241,(319) 351-1277,https://www.verizon.com/stores/stores/iowa/coralville/coralville-1152002/,41.68472222,-91.6006538
R00000000728,Verizon Wireless At Cedar Rapids Store,151 Collins Rd Ne,Cedar Rapids,IA,52402,(319) 373-5700,https://www.verizon.com/stores/stores/iowa/cedar-rapids/cedar-rapids-store-203202/,42.02676096,-91.62335868
R00000254542,Verizon Wireless At Southwest Cedar Rapids,3560 Williams Pkwy Sw,Cedar Rapids,IA,52404,(319) 396-4999,https://www.verizon.com/stores/stores/iowa/cedar-rapids/southwest-cedar-rapids-1201690/,41.95774398,-91.71575563
R00000142096,Verizon Wireless At Muscatine,2106 Park Ave,Muscatine,IA,52761,(563) 263-6666,https://www.verizon.com/stores/stores/iowa/muscatine/muscatine-329433/,41.44655601,-91.03094626
R00000203871,Verizon Wireless At Elmore,5256 Elmore Ave,Davenport,IA,52807,(563) 459-0777,https://www.verizon.com/stores/stores/iowa/davenport/elmore-338168/,41.57301292,-90.53099119
R00000162612,Verizon Wireless At Delafield,3150 Golf Rd,Delafield,WI,53018,(262) 646-7688,https://www.verizon.com/stores/stores/wisconsin/delafield/delafield-327793/,43.05158223,-88.3681147
R00000243750,Verizon Wireless At Brookfield,17550b W Bluemound Road,Brookfield,WI,53045,(262) 938-0885,https://www.verizon.com/stores/stores/wisconsin/brookfield/brookfield-356427/,43.03772522,-88.13115729
R00000163819,Verizon Wireless At Menomonee Falls,N95w18141 Appleton Ave,Menomonee Falls,WI,53051,(262) 251-3455,https://www.verizon.com/stores/stores/wisconsin/menomonee-falls/menomonee-falls-324511/,43.19061472,-88.1349377
R00000257367,Verizon Wireless At Oak Creek,120 W Town Square Way,Oak Creek,WI,53154,(414) 216-0805,https://www.verizon.com/stores/stores/wisconsin/oak-creek/oak-creek-1336622/,42.899564,-87.912159
R00000140342,Verizon Wireless At Pleasant Prairie,9780 76th St,Pleasant Prairie,WI,53158,(262) 697-8533,https://www.verizon.com/stores/stores/wisconsin/pleasant-prairie/pleasant-prairie-325183/,42.56613857,-87.9278958
R00000194785,Verizon Wireless At Waukesha,1200 W Sunset Dr,Waukesha,WI,53189,(262) 544-0817,https://www.verizon.com/stores/stores/wisconsin/waukesha/waukesha-337622/,42.98875194,-88.25775471
R00000002605,Verizon Wireless At Bayshore,5790 N Port Washington Rd,Glendale,WI,53217,(414) 967-5622,https://www.verizon.com/stores/stores/wisconsin/glendale/bayshore-319494/,43.12265381,-87.91490922
R00000002388,Verizon Wireless At Greenfield,4965 S 76th St,Greenfield,WI,53220,(414) 325-1360,https://www.verizon.com/stores/stores/wisconsin/greenfield/greenfield-203178/,42.95437724,-88.00873758
R00000254185,Verizon Wireless At Wauwatosa,11415 W Burleigh St,Wauwatosa,WI,53222,(414) 257-1244,https://www.verizon.com/stores/stores/wisconsin/wauwatosa/wauwatosa-1203430/,43.07410579,-88.05592384
R00000002673,Verizon Wireless At Racine,6035 Durand Ave,Mount Pleasant,WI,53406,(262) 598-0585,https://www.verizon.com/stores/stores/wisconsin/mount-pleasant/racine-285518/,42.69677405,-87.85369299
R00000001306,Verizon Wireless At Janesville,2263 Humes Rd,Janesville,WI,53545,(608) 752-3866,https://www.verizon.com/stores/stores/wisconsin/janesville/janesville-245741/,42.7201464,-88.99426399
R00000258813,Verizon Wireless At Middleton,8310 Greenway Blvd,Middleton,WI,53562,(608) 824-8797,https://www.verizon.com/stores/stores/wisconsin/middleton/middleton-1016915/,43.0906,-89.525561
R00000002297,Verizon Wireless At Verizon Wireless Plaza,4610 E Washington Ave,Madison,WI,53704,(608) 249-1435,https://www.verizon.com/stores/stores/wisconsin/madison/verizon-wireless-plaza-202190/,43.12996413,-89.30664947
R00000153795,Verizon Wireless At Fitchburg,6313 Mckee Rd,Fitchburg,WI,53719,(608) 271-7833,https://www.verizon.com/stores/stores/wisconsin/fitchburg/fitchburg-324512/,43.01539763,-89.48128358
R00000248815,Verizon Wireless At Hudson,1041 Pearson Dr,Hudson,WI,54016,(715) 386-5255,https://www.verizon.com/stores/stores/wisconsin/hudson/hudson-1017546/,44.95895396,-92.72082471
R00000114601,Verizon Wireless At Green Bay,820 Willard Dr,Ashwaubenon,WI,54304,(920) 429-0922,https://www.verizon.com/stores/stores/wisconsin/ashwaubenon/green-bay-302491/,44.48679204,-88.06403283
R00000182559,Verizon Wireless At Onalaska,9360 State Road 16,Onalaska,WI,54650,(608) 780-9000,https://www.verizon.com/stores/stores/wisconsin/onalaska/onalaska-333846/,43.8690735,-91.20064795
R00000179291,Verizon Wireless At Eau Claire,3755 Oakwood Mall Dr,Eau Claire,WI,54701,(715) 835-7370,https://www.verizon.com/stores/stores/wisconsin/eau-claire/eau-claire-331987/,44.77832989,-91.43897949
R00000002407,Verizon Wireless At Oshkosh,550 S Koeller St,Oshkosh,WI,54902,(920) 426-5777,https://www.verizon.com/stores/stores/wisconsin/oshkosh/oshkosh-318914/,44.01317789,-88.58091731
R00000201605,Verizon Wireless At Appleton,750 N Casaloma Dr,Grand Chute,WI,54913,(920) 739-3044,https://www.verizon.com/stores/stores/wisconsin/grand-chute/appleton-333982/,44.27074246,-88.47579198
R00000181550,Verizon Wireless At Appleton East,3420 E Calumet St,Appleton,WI,54915,(920) 731-3784,https://www.verizon.com/stores/stores/wisconsin/appleton/appleton-east-331972/,44.2444105,-88.35730003
R00000178895,Verizon Wireless At Fond Du Lac,467 N Rolling Meadows Dr,Fond Du Lac,WI,54937,(920) 929-9100,https://www.verizon.com/stores/stores/wisconsin/fond-du-lac/fond-du-lac-331973/,43.79018676,-88.48601388
R00000153855,Verizon Wireless At Midway,474 Hamline Ave N,Saint Paul,MN,55104,(651) 646-1363,https://www.verizon.com/stores/stores/minnesota/saint-paul/midway-341340/,44.9552284,-93.15629203
R00000244473,Verizon Wireless At Maplewood Store,1987 County Road D E,Maplewood,MN,55109,(651) 234-5814,https://www.verizon.com/stores/stores/minnesota/maplewood/maplewood-store-1023878/,45.03629818,-93.01715238
R00000001334,Verizon Wireless At Roseville,2325 Fairview Ave N,Roseville,MN,55113,(651) 638-1917,https://www.verizon.com/stores/stores/minnesota/roseville/roseville-317634/,45.0115765,-93.17751629
R00000000808,Verizon Wireless At West St. Paul,1608 Robert St S,West Saint Paul,MN,55118,(651) 994-1805,https://www.verizon.com/stores/stores/minnesota/west-saint-paul/west-st-paul-281642/,44.89784437,-93.08030382
R00000195978,Verizon Wireless At Eagan,1270 Promenade Pl,Eagan,MN,55121,(651) 454-2004,https://www.verizon.com/stores/stores/minnesota/eagan/eagan-337660/,44.83441114,-93.153621
R00000000693,Verizon Wireless At Apple Valley,14949 Florence Trl,Apple Valley,MN,55124,(952) 431-1993,https://www.verizon.com/stores/stores/minnesota/apple-valley/apple-valley-203580/,44.73254064,-93.20072008
R00000252721,Verizon Wireless At Woodbury,245 Radio Dr,Woodbury,MN,55125,(651) 734-9678,https://www.verizon.com/stores/stores/minnesota/woodbury/woodbury-1124450/,44.94372261,-92.93343745
R00000165138,Verizon Wireless At Minnetonka,13000 Ridgedale Dr,Minnetonka,MN,55305,(952) 546-0017,https://www.verizon.com/stores/stores/minnesota/minnetonka/minnetonka-328075/,44.9680862,-93.44376359
R00000159823,Verizon Wireless At Burnsville,921 County Road 42 W,Burnsville,MN,55306,(952) 898-3634,https://www.verizon.com/stores/stores/minnesota/burnsville/burnsville-322246/,44.74562287,-93.28990772
R00000000978,Verizon Wireless At Elk River,18229 Carson Ct Nw,Elk River,MN,55330,(763) 241-0867,https://www.verizon.com/stores/stores/minnesota/elk-river/elk-river-317635/,45.30163337,-93.55520552
R00000233831,Verizon Wireless At Eden Prairie,8045 Flying Cloud Dr,Eden Prairie,MN,55344,(952) 942-9900,https://www.verizon.com/stores/stores/minnesota/eden-prairie/eden-prairie-341342/,44.85861575,-93.42487447
R00000144477,Verizon Wireless At Maple Grove,11659 Fountains Dr,Maple Grove,MN,55369,(763) 416-7749,https://www.verizon.com/stores/stores/minnesota/maple-grove/maple-grove-311800/,45.09403076,-93.42734817
R00000248782,Verizon Wireless At Mall Of America,264 E Broadway,Bloomington,MN,55425,(952) 853-0022,https://www.verizon.com/stores/stores/minnesota/bloomington/mall-of-america-1034418/,44.85486573,-93.24221469
R00000003010,Verizon Wireless At Bloomington Mn,7815 Southtown Ctr,Bloomington,MN,55431,(952) 886-8981,https://www.verizon.com/stores/stores/minnesota/bloomington/bloomington-mn-202430/,44.86104148,-93.30785783
R00000115707,Verizon Wireless At Northtown,599 Northtown Dr Ne,Blaine,MN,55434,(763) 783-3070,https://www.verizon.com/stores/stores/minnesota/blaine/northtown-202468/,45.12730506,-93.25681379
R00000135304,Verizon Wireless At Coon Rapids,2740 Main St Nw,Coon Rapids,MN,55448,(763) 862-1177,https://www.verizon.com/stores/stores/minnesota/coon-rapids/coon-rapids-311801/,45.19695394,-93.33701945
R00000245753,Verizon Wireless At Duluth Store,2112 Maple Grove Rd,Duluth,MN,55811,(218) 213-9224,https://www.verizon.com/stores/stores/minnesota/duluth/duluth-store-1038810/,46.8072664,-92.1645003
R00000182352,Verizon Wireless At Rochester Marketplace,3780 Marketplace Dr Nw,Rochester,MN,55901,(507) 529-7647,https://www.verizon.com/stores/stores/minnesota/rochester/rochester-marketplace-331996/,44.06251204,-92.49994956
R00000000370,Verizon Wireless At Rochester 16th Street,1190 16th St Sw,Rochester,MN,55902,(507) 252-9955,https://www.verizon.com/stores/stores/minnesota/rochester/rochester-16th-street-287796/,44.00030442,-92.47923955
R00000238265,Verizon Wireless At Winona,930 Frontenac Dr,Winona,MN,55987,(507) 453-9599,https://www.verizon.com/stores/stores/minnesota/winona/winona-361489/,44.03545151,-91.62064299
R00000202121,Verizon Wireless At Mankato Store,1851 E Madison Ave,Mankato,MN,56001,(507) 385-2466,https://www.verizon.com/stores/stores/minnesota/mankato/mankato-store-334192/,44.16613779,-93.95136125
R00000207243,Verizon Wireless At Willmar,1605 1st St S,Willmar,MN,56201,(320) 231-1234,https://www.verizon.com/stores/stores/minnesota/willmar/willmar-344562/,45.10646498,-95.04200544
R00000253155,Verizon Wireless At St. Cloud,3520 W Division St,Saint Cloud,MN,56301,(320) 240-1800,https://www.verizon.com/stores/stores/minnesota/saint-cloud/st-cloud-1152034/,45.55296566,-94.20213368
R00000231324,Verizon Wireless At Alexandria,3007 Hwy 29 S,Alexandria,MN,56308,(320) 759-0765,https://www.verizon.com/stores/stores/minnesota/alexandria/alexandria-339819/,45.86199028,-95.38314503
R00000177499,Verizon Wireless At Baxter,15091 Edgewood Dr,Baxter,MN,56401,(218) 824-0311,https://www.verizon.com/stores/stores/minnesota/baxter/baxter-331488/,46.37053142,-94.24572888
R00000233195,Verizon Wireless At Bemidji,1500 Paul Bunyan Dr Nw,Bemidji,MN,56601,(218) 333-8500,https://www.verizon.com/stores/stores/minnesota/bemidji/bemidji-340714/,47.49262085,-94.90176816
R00000253156,Verizon Wireless At Sioux Falls,2000 W 41st St,Sioux Falls,SD,57105,(605) 336-2240,https://www.verizon.com/stores/stores/south-dakota/sioux-falls/sioux-falls-1152038/,43.51521704,-96.75033852
R00000002093,Verizon Wireless At Empire Mall,4001 W 41st St,Sioux Falls,SD,57106,(605) 361-4397,https://www.verizon.com/stores/stores/south-dakota/sioux-falls/empire-mall-319896/,43.5119791,-96.7768356
R00000233315,Verizon Wireless At Rushmore Crossings,1612 Eglin Street,Rapid City,SD,57701,(605) 343-1922,https://www.verizon.com/stores/stores/south-dakota/rapid-city/rushmore-crossings-338852/,44.09908011,-103.1849456
R00000236295,Verizon Wireless At Rapid City,725 Omaha St,Rapid City,SD,57701,(605) 342-4000,https://www.verizon.com/stores/stores/south-dakota/rapid-city/rapid-city-349679/,44.08333221,-103.2295854
R00000002032,Verizon Wireless At West Acres Shopping Center,3902 13th Ave S,Fargo,ND,58103,(701) 282-0350,https://www.verizon.com/stores/stores/north-dakota/fargo/west-acres-shopping-center-202494/,46.85924613,-96.84671737
R00000149784,Verizon Wireless At 45th Street Fargo,1895 45th St S,Fargo,ND,58103,(701) 492-4534,https://www.verizon.com/stores/stores/north-dakota/fargo/45th-street-fargo-323625/,46.85206123,-96.86275028
R00000001791,Verizon Wireless At Grand Forks,3221 32nd Ave S,Grand Forks,ND,58201,(701) 795-6033,https://www.verizon.com/stores/stores/north-dakota/grand-forks/grand-forks-311802/,47.88896896,-97.07455292
R00000252984,Verizon Wireless At Bismarck,609 S 3rd St,Bismarck,ND,58504,(701) 222-8687,https://www.verizon.com/stores/stores/north-dakota/bismarck/bismarck-1151606/,46.79877967,-100.7848646
R00000235722,Verizon Wireless At Minot,3808 S Broadway,Minot,ND,58701,(701) 839-9498,https://www.verizon.com/stores/stores/north-dakota/minot/minot-356820/,48.1956049,-101.2969761
R00000153101,Verizon Wireless At Billings King Ave,2695 King Ave W,Billings,MT,59102,(406) 656-3248,https://www.verizon.com/stores/stores/montana/billings/billings-king-ave-325189/,45.75585796,-108.583106
R00000167752,Verizon Wireless At Great Falls,2319 10th Ave S,Great Falls,MT,59405,(406) 761-5422,https://www.verizon.com/stores/stores/montana/great-falls/great-falls-326271/,47.49446355,-111.2664063
R00000001839,Verizon Wireless At Helena,3337 N Montana Ave,Helena,MT,59602,(406) 443-4200,https://www.verizon.com/stores/stores/montana/helena/helena-204216/,46.62193639,-112.0190288
R00000243700,Verizon Wireless At Bozeman Gateway,867 S 29th Ave,Bozeman,MT,59718,(406) 585-9205,https://www.verizon.com/stores/stores/montana/bozeman/bozeman-gateway-1075242/,45.67088625,-111.0771401
R00000001626,Verizon Wireless At Southgate Store,2901 Brooks St,Missoula,MT,59801,(406) 829-1523,https://www.verizon.com/stores/stores/montana/missoula/southgate-store-201632/,46.84599163,-114.0273441
R00000235619,Verizon Wireless At Missoula North,2950 North Reserve Street,Missoula,MT,59808,(406) 542-1999,https://www.verizon.com/stores/stores/montana/missoula/missoula-north-349762/,46.89226343,-114.0384869
R00000251337,Verizon Wireless At Kalispell Treeline,25 Treeline Rd,Kalispell,MT,59901,(406) 752-4422,https://www.verizon.com/stores/stores/montana/kalispell/kalispell-treeline-1075246/,48.23758752,-114.3312459
R00000194795,Verizon Wireless At Arlington Heights,375 E Palatine Rd,Arlington Heights,IL,60004,(847) 253-0329,https://www.verizon.com/stores/stores/illinois/arlington-heights/arlington-heights-334984/,42.1093364,-87.97788246
R00000140336,Verizon Wireless At Crystal Lake,1125 S Il Route 31,Crystal Lake,IL,60014,(815) 444-6080,https://www.verizon.com/stores/stores/illinois/crystal-lake/crystal-lake-325335/,42.21010093,-88.28564872
R00000194786,Verizon Wireless At Gurnee,6310 Grand Ave,Gurnee,IL,60031,(847) 855-6019,https://www.verizon.com/stores/stores/illinois/gurnee/gurnee-339226/,42.38471672,-87.95790754
R00000194796,Verizon Wireless At Lake Zurich,668 S Rand Rd,Lake Zurich,IL,60047,(847) 438-4119,https://www.verizon.com/stores/stores/illinois/lake-zurich/lake-zurich-331692/,42.18645858,-88.0964024
R00000160297,Verizon Wireless At Mchenry,3501 Diamond Dr,Mchenry,IL,60050,(815) 344-2177,https://www.verizon.com/stores/stores/illinois/mchenry/mchenry-329113/,42.36699841,-88.26835634
R00000282893,Verizon Wireless At Vernon Hills,875 N Milwaukee Ave,Vernon Hills,IL,60061,(847) 247-2300,https://www.verizon.com/stores/stores/illinois/vernon-hills/vernon-hills-r00000282893/,42.241904,-87.94431
R00000001340,Verizon Wireless At Northbrook,235 Skokie Blvd,Northbrook,IL,60062,(847) 272-7770,https://www.verizon.com/stores/stores/illinois/northbrook/northbrook-203182/,42.14869305,-87.79820966
R00000254435,Verizon Wireless At Palatine,930 E Dundee Rd,Palatine,IL,60074,(847) 934-8113,https://www.verizon.com/stores/stores/illinois/palatine/palatine-1214722/,42.13951462,-88.02341084
R00000260652,Verizon Wireless At Addison,1600 W Lake St,Addison,IL,60101,(630) 916-8066,https://www.verizon.com/stores/stores/illinois/addison/addison-1020523/,41.972387,-88.118613
R00000253291,Verizon Wireless At Bloomingdale,370 W Army Trail Rd,Bloomingdale,IL,60108,(630) 980-4322,https://www.verizon.com/stores/stores/illinois/bloomingdale/bloomingdale-1136418/,41.93839054,-88.11264689
R00000001357,Verizon Wireless At Dekalb,2387 Sycamore Rd,Dekalb,IL,60115,(815) 756-2355,https://www.verizon.com/stores/stores/illinois/dekalb/dekalb-202220/,41.95327717,-88.72519008
R00000237505,Verizon Wireless At Elmhurst,560 W St Charles Rd,Elmhurst,IL,60126,(630) 833-3446,https://www.verizon.com/stores/stores/illinois/elmhurst/elmhurst-349925/,41.88979815,-87.96080232
R00000249360,Verizon Wireless At Lake In The Hills,202 N Randall Rd,Lake In The Hills,IL,60156,(847) 458-2866,https://www.verizon.com/stores/stores/illinois/lake-in-the-hills/lake-in-the-hills-1024970/,42.1772979,-88.33607554
R00000127255,Verizon Wireless At Woodfield Store,5 Woodfield Mall,Schaumburg,IL,60173,(847) 619-0773,https://www.verizon.com/stores/stores/illinois/schaumburg/woodfield-store-247166/,42.04684103,-88.03685971
R00000251881,Verizon Wireless At Schaumburg,1251 E Higgins Rd,Schaumburg,IL,60173,(847) 330-6010,https://www.verizon.com/stores/stores/illinois/schaumburg/schaumburg-1136414/,42.03874861,-88.0477561
R00000002635,Verizon Wireless At South Elgin,596 Randall Rd,South Elgin,IL,60177,(847) 695-1667,https://www.verizon.com/stores/stores/illinois/south-elgin/south-elgin-203166/,41.97272031,-88.34152127
R00000248377,Verizon Wireless At Danada,143 Danada Sq E,Wheaton,IL,60189,(630) 668-2199,https://www.verizon.com/stores/stores/illinois/wheaton/danada-1024974/,41.82953838,-88.10332702
R00000160050,Verizon Wireless At Hoffman Estates,2734 New Sutton Rd,Hoffman Estates,IL,60192,(847) 645-0190,https://www.verizon.com/stores/stores/illinois/hoffman-estates/hoffman-estates-323385/,42.07317304,-88.19037057
R00000237942,Verizon Wireless At Berwyn,7160 Cermak Rd,Berwyn,IL,60402,(708) 484-3491,https://www.verizon.com/stores/stores/illinois/berwyn/berwyn-350875/,41.85068408,-87.80311894
R00000001832,Verizon Wireless At Joliet,3330 Mall Loop Dr,Joliet,IL,60431,(815) 439-5100,https://www.verizon.com/stores/stores/illinois/joliet/joliet-202860/,41.57914635,-88.16473852
